,num_beds,num_baths,size_sqft,lat,lng,price,depreciation,bungalow,condo,corner,hdb,landed,protected,terraced house,walk-up,encoded_tenure,encoded_furnishing,dist_2_nearest_cc,nearest_cc_count,dist_2_nearest_mrt,nearest_mrt_count,dist_2_nearest_ps,nearest_ps_count,dist_2_nearest_ss,nearest_ss_count,dist_2_nearest_sm,nearest_sm_count
10,2.0,1.0,-0.008961297165448733,1.3221528,103.94522262523984,2205000.0,37.0,0,1,0,0,0,0,0,0,0,0.0,0.6774736137851208,0,-0.3877159445766702,0,-0.39257632313520074,0,-0.7790066647376223,1,1.8799811051549187,0
11,2.0,1.0,-0.08922357955402488,1.32970335,103.90568292831622,1365000.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.0517106043553802,0,-0.2292801015794855,0,-0.5005817821053302,1,-0.5232391623119496,0,1.789489126926298,0
12,1.0,1.0,-0.10192377511137088,1.3393381,103.7638932,1008000.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.290770757455126,0,0.9715915720469017,0,-0.6625899705605243,1,1.0631668653915904,0,1.1296517856759367,0
13,3.0,3.0,-0.04632350037485033,1.36432355,103.83166833259988,2079000.0,18.0,0,1,0,0,0,0,0,0,0,0.0,0.42531700673782513,0,-1.0988768307572143,1,0.4938133056541367,0,-0.7871005730422321,1,0.5565359235613373,0
14,2.0,1.0,-0.07416055691624242,1.29988105,103.88811428633838,2080000.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.18633275976016414,0,0.2676323150935022,0,0.9742513817626433,0,-0.27232800486904274,0,0.97129082377585,0
15,3.0,2.0,-0.05429804177132339,1.3816301,103.7421019293336,554400.0,30.0,0,0,0,1,0,0,0,0,0,0.0,1.930729586124666,0,-0.5461517875738546,1,-0.6160358934182272,1,-0.7433934681973388,1,-0.5557613088321286,0
16,3.0,2.0,-0.06456157190196929,1.328739,103.84453365993072,554400.0,41.0,0,0,0,1,0,0,0,0,0,0.0,-1.2494544878300358,0,-0.44172816378025564,0,-0.7519737986737347,1,-0.563708703834999,1,-0.9724014585930709,2
17,1.0,1.0,-0.09874872622203437,1.3129331,103.85686967571708,800100.0,13.0,0,1,0,0,0,0,0,0,1,0.5,-0.2154242223636993,0,-0.9962536142704016,1,-0.16911675285217445,0,0.8446313411671231,0,-1.1401886682253055,2
18,4.0,7.0,0.32087459559422893,1.277361,103.84933771170438,19740000.0,5.0,0,1,0,0,0,0,0,0,0,0.0,-0.6830430048357367,0,-0.6811823355828187,2,0.5999566015385746,0,1.3869231975759861,0,-0.7687945075786738,1
19,1.0,1.0,-0.10221912849642543,1.3737939,103.84901393695192,309800.0,42.0,0,0,0,1,0,0,0,0,0,0.0,0.5946759219188444,0,-0.6397729675267364,1,-0.7575602879308104,1,-0.7660564114502465,1,-1.1515001655038832,4
20,4.0,4.0,-0.026460985229931296,1.304855,103.77377633404797,2730000.0,0.0,0,1,0,0,0,0,0,0,0,0.0,-1.0179973037493089,0,0.21181968858313055,0,1.2144704198168965,0,-0.43258738930031865,0,0.14178102334682458,0
21,5.0,5.0,0.06244038367149068,1.3642682,103.9675891,2079000.0,26.0,0,0,0,0,0,0,1,0,0,0.5,0.3227607747670962,0,1.634141460944219,0,-0.04621398919651008,0,0.4253668909883303,0,-0.663220532978616,1
22,4.0,2.0,-0.0169358385619218,1.2943763,103.80448307932464,1134000.0,27.0,0,0,0,1,0,0,0,0,0,0.0,-1.0847999869596,0,-1.1006772380640006,1,-0.6048629149040758,1,0.22463796503400485,0,-0.29748212097127297,0
23,5.0,6.0,0.4411572616576977,1.32201645,103.8364502631857,11025000.0,0.0,0,0,0,0,0,0,1,0,0,0.0,-1.0518690867855127,0,0.08759158441488346,0,-0.6476926658749892,1,-0.9230782325596785,1,0.077682538768218,0
24,3.0,2.0,-0.021735331069058367,1.3346024,103.90839720876184,934500.0,26.0,0,0,0,1,0,0,0,0,0,0.0,0.5128191129146853,0,-1.3473330390937082,1,-0.4018871385636602,0,0.41241663770095444,0,2.91875360523763,0
25,1.0,1.0,-0.08841135774512485,1.2946685,103.8500737,1365000.0,15.0,0,1,0,0,0,0,0,0,0,0.0,-1.658738532850833,1,-0.9656466900550364,4,-0.7389386570738916,1,-0.418018354352021,0,-1.0987131782038544,4
26,4.0,5.0,0.2112984897389879,1.30062,103.892783,8059800.0,0.0,0,0,1,0,0,0,0,0,1,0.0,0.029205321786662363,0,0.33244697813780505,0,0.4770538378829099,0,-0.41154322770833307,0,0.38686346438267283,0
27,2.0,2.0,-0.08368570358425192,1.35539535,103.95322139402808,388500.0,37.0,0,0,0,1,0,0,0,0,0,0.0,-0.9361404947451494,0,-1.0970764234504282,1,-0.4763736619913357,1,-0.6867361100650694,1,0.21342050611114957,0
28,3.0,2.0,-0.021661492722794728,1.30668715,103.83618134892708,3832500.0,12.0,0,1,0,0,0,0,0,0,1,0.0,-0.22201040239851663,0,-0.23648173080663024,0,1.1269487547893782,0,1.021078542207619,0,-0.9610899613144933,8
29,2.0,2.0,-0.05584864704285982,1.277361,103.84933771170438,2719500.0,5.0,0,1,0,0,0,0,0,0,0,0.5,-0.6830430048357367,0,-0.6811823355828187,2,0.5999566015385746,0,1.3869231975759861,0,-0.7687945075786738,1
30,3.0,3.0,-0.05348581996242336,1.31647752400492,103.857750849922,2671200.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.26058659974530457,0,-0.5227464925856342,1,-0.26036274405107696,0,0.18902476849372127,0,-0.3747773523748868,0
31,2.0,2.0,-0.07253611329844235,1.3129422000000002,103.84155234754564,2380400.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-1.042460258164345,0,-0.6955855940371082,2,-0.10580320793865028,0,0.2440633449650686,0,-0.4992038224392405,0
32,4.0,4.0,-0.034140173241349804,1.3196642,103.92376598402689,4830000.0,42.0,0,0,0,0,0,0,1,0,1,0.0,1.3624363374061337,0,0.7609439171529178,0,-1.3813849216375922,1,0.16959938856265766,0,0.077682538768218,0
33,3.0,3.0,-0.04233622967661379,1.3087662,103.8090654,3245400.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.19291893979498126,0,0.3468502365920946,0,1.1232244286179942,0,0.41727298268372054,0,1.4199802158260955,0
34,3.0,2.0,-0.05348581996242336,1.3087662,103.8090654,3032400.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.19291893979498126,0,0.3468502365920946,0,1.1232244286179942,0,0.41727298268372054,0,1.4199802158260955,0
35,3.0,2.0,-0.06301096663043286,1.4241899,103.8449321,581700.0,5.0,0,0,0,1,0,0,0,0,0,0.0,0.9540931752474529,0,0.8275589875040069,0,-0.8115630174158751,1,-0.8081447346342179,1,-0.033547184471128484,0
36,1.0,1.0,-0.10354821872917094,1.30010805,103.84667445597408,1342300.0,0.0,0,1,0,0,0,0,0,0,0,0.0,-1.2381638934846344,0,-1.1690927157218756,4,-0.15608161125233125,0,-0.9473599574735082,1,-1.1232214223074393,4
37,4.0,4.0,-0.006598470085012268,1.3443339,103.8786904,3360000.0,0.0,0,1,0,0,0,0,0,0,1,0.5,-0.8213527855669027,0,-0.9494430242939607,1,-0.7426629832452754,1,-0.7757691014157784,2,0.3623552202790881,0
38,1.0,1.0,-0.08922357955402488,1.3031066,103.83293253725688,1412200.0,0.0,0,1,0,0,0,0,0,0,0,0.0,0.15434274244819352,0,-0.06364262935515626,0,1.6781490281541764,0,1.5488013636681839,0,-1.3551071165182806,12
39,4.0,3.0,0.017251315758143294,1.3116278,103.79388546155636,7350000.0,0.0,0,1,0,0,0,0,0,0,0,0.5,-1.1374894272381393,0,-0.9026324343175197,1,0.9146621630205033,0,0.8106369262877614,0,-1.1571559141431722,1
40,3.0,2.0,-0.0630848049766965,1.3870525,103.7722878,577500.0,10.0,0,0,0,1,0,0,0,0,0,0.0,1.867690434362842,0,1.259656741132692,0,-0.6961089061029783,1,-0.47467571248429014,0,-0.7178927698250746,1
41,2.0,2.0,-0.08368570358425192,1.3557437,103.8713719,435800.0,37.0,0,0,0,1,0,0,0,0,0,0.0,-1.327547765385728,0,-0.3607098349748773,0,-0.45216554187734115,1,-0.7466310315191828,1,-0.3747773523748868,0
42,4.0,2.0,-0.04314845148551383,1.35451645,103.96138214424742,661500.0,26.0,0,0,0,1,0,0,0,0,0,0.0,-0.41583227199457234,0,-0.029434890526218654,0,-1.0257117722704419,1,-0.8890838176803169,1,1.1975207693474026,0
43,2.0,1.0,-0.08841135774512485,1.3765249,103.7573796,892500.0,0.0,0,1,0,0,0,0,0,0,0,0.0,2.346599811180281,0,-0.445328978393828,0,-0.13932214348110425,0,-0.1201625287423767,0,-0.5048595710785293,0
44,5.0,7.0,0.18427365500649587,1.3444213,103.8376946,12075000.0,22.0,0,0,1,0,0,0,0,0,1,0.0,-0.5174476211031842,0,-0.4957403829838413,0,-0.5061682713624059,1,-0.29013460313918454,0,1.0655533010973302,0
45,3.0,3.0,-0.029636034119267796,1.31525305,103.80335348540277,2887500.0,7.0,0,1,0,0,0,0,0,0,0,0.0,-0.14297624198070763,0,-0.5047424195177723,0,0.1511752978868298,0,0.16636182524081372,0,0.43776520213627235,0
46,3.0,2.0,-0.05348581996242336,1.3359166999999998,103.9369443776042,648900.0,22.0,0,0,0,1,0,0,0,0,0,0.0,0.19385982265709792,0,-0.4687342733820485,0,-0.6160358934182272,1,-0.9473599574735082,1,1.0768647983759079,0
47,5.0,6.0,0.24925139971849863,1.4405369,103.82607667170107,6667500.0,0.0,0,0,1,0,0,0,0,0,0,0.0,1.5967161700732104,0,-0.5353493437331375,1,0.0766887744591545,0,-0.26099653324258887,0,-1.1439591673181648,1
48,3.0,2.0,-0.06301096663043286,1.4471173,103.8141757373453,609000.0,4.0,0,0,0,1,0,0,0,0,0,0.0,0.1835101111738137,0,-0.18426991890983074,0,-0.5545845115903949,1,-0.814619861277906,1,-0.36346585509630913,0
49,3.0,3.0,-0.04152400786771376,1.31299415,103.85561645548904,0.0,1.0,0,1,0,0,0,0,0,0,0,0.0,-0.33303458012829623,0,-1.2465102299136817,1,-0.4279574217633466,0,0.9126201709258459,0,-1.081745932285988,2
50,5.0,6.0,0.23226858007786153,1.3870489,103.872999,7119000.0,9.0,0,0,1,0,0,0,0,0,1,0.0,-0.46287641510041116,0,2.692780957334498,0,-0.7277656785597403,1,-0.17843866853556803,0,-0.7386305148358001,1
51,4.0,3.0,-0.03997340259617733,1.3136277,103.8831086,2274800.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.6209447359360296,0,-0.8576222516478651,1,-0.36091955067843867,0,-0.43258738930031865,0,0.6715361458935429,0
52,3.0,2.0,-0.05429804177132339,1.3499487,103.94994605,617400.0,38.0,0,0,0,1,0,0,0,0,0,0.0,-1.206173876172664,0,0.09479321364202822,0,-1.1448902097547227,2,-0.4406812976049286,0,-0.28051487505340655,0
53,3.0,2.0,-0.06781045913756942,1.310429,103.80282102340084,2310000.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.41206874054610526,0,-0.08524751703659053,0,0.9053513475920436,0,0.10322934046485646,0,0.08333828740750682,0
54,2.0,2.0,-0.08604853066468839,1.3252767,103.9326308,1375500.0,0.0,0,1,0,0,0,0,0,0,0,-1.0,1.3934854718559873,0,0.8491638751854408,0,-0.37023036610689813,0,-0.1379691270125185,0,-0.8385487407965692,2
55,5.0,4.0,-0.002611199386775734,1.27568865,103.83822499656318,6161400.0,0.0,0,1,0,0,0,0,0,0,1,0.0,0.2550172086946887,0,-0.4399277564734695,0,-1.0368847507845933,1,0.5823887120977622,0,0.12669902697538774,0
56,3.0,2.0,-0.05348581996242336,1.37112775,103.95807671272708,575400.0,33.0,0,0,0,1,0,0,0,0,0,0.0,0.3340513691124975,0,0.379257568114246,0,-0.9959171628993719,2,-0.9182218875769125,1,-0.007153690821114013,0
57,3.0,2.0,-0.03997340259617733,1.34387085,103.7578477023541,628800.0,25.0,0,0,0,1,0,0,0,0,0,0.0,0.1882145254843975,0,0.5322921891910719,0,-0.9530874119284585,1,-0.2642340965644328,0,0.7205526341007127,0
58,2.0,2.0,-0.08132287650381545,1.29773195,103.8559134735316,2288000.0,0.0,0,1,0,0,0,0,0,0,0,0.0,-1.1967650475514962,0,-0.8720255101021547,3,-0.5322385545620922,1,-0.003610249155994274,0,-1.3928121074468724,6
59,4.0,4.0,-0.03362330481750433,1.31647752400492,103.857750849922,3272800.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.26058659974530457,0,-0.5227464925856342,1,-0.26036274405107696,0,0.18902476849372127,0,-0.3747773523748868,0
60,2.0,2.0,-0.07098550802690592,1.32691215,103.85649051769732,974400.0,50.0,0,0,0,1,0,0,0,0,0,0.0,-0.7583136338050788,0,0.36485430965995647,0,-0.3180897997075255,0,-0.49248231075443194,0,0.47547019306486443,0
61,3.0,2.0,-0.06854884260020581,1.39734855,103.89235330638869,1076200.0,0.0,0,1,0,0,0,0,0,0,0,1.0,0.6868824424062884,0,-0.1266568850926729,0,-0.6570034813034485,1,0.07085370724641685,0,-0.2597771300426809,0
62,3.0,2.0,-0.04233622967661379,1.31730585,103.83260746060152,3922700.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.6435259246268321,0,0.008373662916291326,0,-0.7892170603875726,1,-0.571802612139609,1,0.6413721531506693,0
63,3.0,2.0,-0.07017328621800589,1.29841635,103.85717773862802,2516800.0,0.0,0,1,0,0,0,0,0,0,0,0.0,-1.0490464381991624,0,-0.9170356927718093,2,-0.2585005809653851,0,0.19549989513740917,0,-1.1741231600610385,6
64,4.0,2.0,-0.03997340259617733,1.3766151999999998,103.94052928851568,724500.0,27.0,0,0,0,1,0,0,0,0,0,0.0,-0.719737436458291,0,0.47107834076034144,0,-0.26408707022246075,0,0.8883384460120164,0,-0.9874834549645077,1
65,1.0,1.0,-0.09801034275939799,1.30397875,103.82269161887947,1541400.0,0.0,0,1,0,0,0,0,0,0,1,0.5,0.7743845485831489,0,-1.0304613530993392,1,1.2628866600448856,0,0.7021785550059888,0,-1.1967461546181937,1
66,6.0,6.0,0.38105284779909515,1.3171727,103.922284,8998500.0,8.0,1,0,0,0,0,0,0,0,1,0.5,1.205308899432632,0,0.600707666848947,0,-0.781768408044805,1,0.39946638441357857,0,0.6677656468006837,0
67,3.0,2.0,-0.06301096663043286,1.3349051,103.87943952124174,798000.0,5.0,0,0,0,1,0,0,0,0,0,0.0,0.05931357337439921,0,0.10739606478953155,0,-0.552722348504703,1,-0.3921178477772693,0,0.9203890860222508,0
68,3.0,2.0,-0.06618601551976935,1.44002835,103.82774103667388,1459500.0,0.0,0,1,0,0,0,0,0,0,0,0.0,1.770779499564814,0,-0.6955855940371082,1,0.26104291994265116,0,-0.5135264723464177,0,-0.8008437498679771,2
69,3.0,3.0,-0.04949854926418682,1.4243288500000002,103.84822482554188,1257900.0,8.0,0,1,0,0,0,0,0,0,0,0.0,0.685000676682055,0,1.4162921768230903,0,-0.6700386229032919,1,-0.5054325640418078,0,0.4396504516827017,0
70,4.0,4.0,0.03792605271196236,1.3101838,103.8359137,10963400.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.5146249725168338,0,-0.8252149201257137,2,0.40070515136954254,0,0.39137247610896886,0,-0.7046960230000673,1
71,2.0,2.0,-0.08051065469491542,1.39704825,103.89393329199906,1155000.0,5.0,0,1,0,0,0,0,0,0,0,0.0,0.5739764989522756,0,-0.30489720846450546,0,-0.4205087694205791,0,-0.21728942839769555,0,-0.4275643396749157,0
72,2.0,2.0,-0.08767297428248845,1.3123637,103.80327091227252,1772400.0,0.0,0,1,0,0,0,0,0,0,1,0.5,-0.29634014850574186,0,-0.11405403394516957,0,0.6483728417665636,0,0.4593613058676921,0,0.20965000701829034,0
73,3.0,2.0,-0.05747309066065989,1.3113226999999998,103.85247580094573,2415000.0,0.0,0,1,0,0,0,0,0,0,0,0.5,-0.49204378382603137,0,-0.837817771273217,1,-0.9866063474709125,1,0.8818633193683285,0,-0.7424010139286593,2
74,5.0,5.0,0.22673070410808857,1.3307918,103.7577266,6016500.0,9.0,0,0,1,0,0,0,0,0,1,0.0,-0.6868065362842037,0,1.7043573459088803,0,0.964940566334184,0,1.4905252238749929,0,0.9354710823936876,0
75,3.0,2.0,-0.052747436499786964,1.2777916500000002,103.84140360852476,1260000.0,11.0,0,0,0,1,0,0,0,0,0,0.0,-0.1439171248428243,0,-0.8612230662614375,3,-0.8655657469009398,1,0.37518465949974905,0,-0.5576465583785583,1
76,5.0,3.0,0.30499935114754645,1.3178998,103.8258621,14184200.0,9.0,0,1,0,0,0,0,0,0,1,0.0,0.03955503326994701,0,-0.9872515777364707,1,0.5347808935393582,0,-0.484388402449822,0,0.9750613228687092,0
77,1.0,1.0,-0.09557367733269788,1.3027702,103.8694351,1761900.0,0.0,0,1,0,0,0,0,0,0,0,-1.0,0.3114701804216949,0,-0.24008254542020263,0,1.1399838963892215,0,1.0162221972248526,0,-0.7801060048572515,1
78,2.0,1.0,-0.08449792539315196,1.30397875,103.82269161887947,1937000.0,0.0,0,1,0,0,0,0,0,0,1,0.5,0.7743845485831489,0,-1.0304613530993392,1,1.2628866600448856,0,0.7021785550059888,0,-1.1967461546181937,1
79,2.0,2.0,-0.07814782761447896,1.3533064,103.951144,472500.0,38.0,0,0,0,1,0,0,0,0,0,0.0,-1.1845335703439779,0,-0.5155448633584894,0,-0.9549495750141505,3,-0.800050826329608,1,-0.22395738866051837,0
80,3.0,2.0,-0.06537379371086932,1.4472891,103.7708303,525000.0,18.0,0,0,0,1,0,0,0,0,0,0.0,0.1665742196557115,0,1.5603247613659852,0,1.3876515867862422,0,0.685990738396769,0,1.9629320851978214,0
81,4.0,2.0,-0.04314845148551383,1.3416378,103.70553212628354,735000.0,24.0,0,0,0,1,0,0,0,0,0,0.0,-0.15708948491245917,0,-0.8054104397510656,1,0.04875632817377618,0,-0.6106533720017364,2,-1.0478114404502552,1
82,5.0,4.0,0.002188293120360834,1.3393381,103.7638932,4438400.0,0.0,0,1,0,0,0,0,0,0,1,-1.0,0.290770757455126,0,0.9715915720469017,0,-0.6625899705605243,1,1.0631668653915904,0,1.1296517856759367,0
83,2.0,2.0,-0.08929741790028853,1.3048464,103.8625836,446200.0,40.0,0,0,0,1,0,0,0,0,0,-1.0,-0.22953746529545085,0,-0.9134348781582369,1,-0.2678113963938445,0,1.328647057782795,0,-1.0006802017895151,1
84,5.0,5.0,0.3383742836587115,1.3726929499999998,103.7699175716839,9816300.0,0.0,0,0,1,0,0,0,0,0,1,0.0,3.0757840293207823,0,-0.18246951160304475,0,-1.2007551023254794,1,-0.486007184110744,0,0.3435027248147921,0
85,3.0,2.0,-0.06301096663043286,1.31507315,103.86063151014405,984900.0,5.0,0,0,0,1,0,0,0,0,0,0.5,0.0677815191334503,0,-0.8738259174089409,1,0.1660726025723649,0,0.3606156245514511,0,-0.33141661280700585,0
86,1.0,1.0,-0.09638589914159791,1.31372823931729,103.806750069026,1470000.0,5.0,0,1,0,0,0,0,0,0,0,0.0,0.09412623927271983,0,-0.6667790771285292,1,0.1213806885157598,0,-0.027891974069823806,0,0.9844875706008573,0
87,3.0,2.0,-0.06382318843933289,1.37365485,103.85697538402584,521800.0,41.0,0,0,0,1,0,0,0,0,0,0.0,0.3340513691124975,0,0.24062620549170957,0,-1.0853009910125824,2,-0.33707927130592197,0,0.4603881966934276,0
88,5.0,6.0,0.15591973004125828,1.3555426,103.8802545,5019000.0,14.0,0,0,0,0,0,0,1,0,1,0.0,-0.8618107486379242,0,-0.08344710972980433,0,0.13069150394421924,0,0.06923492558549486,0,-1.0044507008823742,1
89,4.0,3.0,-0.04868632745528679,1.3136277,103.8831086,2082900.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.6209447359360296,0,-0.8576222516478651,1,-0.36091955067843867,0,-0.43258738930031865,0,0.6715361458935429,0
90,3.0,2.0,-0.03199886119970426,1.2739587,103.84363531310518,3514400.0,0.0,0,1,0,0,0,0,0,0,0,0.0,-0.047947072906913094,0,-0.7531986278542663,1,-0.5154790867908653,1,1.1732440183342847,0,-0.6896140266286305,1
91,3.0,3.0,-0.01856028217972187,1.2915065499999998,103.83670439151769,4376200.0,13.0,0,1,0,0,0,0,0,0,1,0.0,-0.3057489771269096,0,0.11819850863024868,0,1.2349542137595075,0,-0.3904990661163473,0,-0.43133483876777495,0
92,3.0,2.0,-0.0415978462139774,1.3620961,103.7444601867664,564900.0,35.0,0,0,0,1,0,0,0,0,0,0.0,1.30221983423066,0,0.2028176520491996,0,-0.4372682371918061,0,-1.0655310187208127,1,1.2126027657188394,0
93,4.0,4.0,-0.035986131897940796,1.39490445,103.87994825262744,1837500.0,6.0,0,1,0,0,0,0,0,0,0,0.0,0.08659917637578562,0,1.7547687504988936,0,-0.2380167870227743,0,-0.5410457605820913,1,-0.45395783332493,0
94,2.0,1.0,-0.0813967148500791,1.4275711,103.78575216457712,924000.0,8.0,0,1,0,0,0,0,0,0,0,0.0,-0.8439339742577053,0,0.0821903624945249,0,-0.292019516507839,0,-0.7061614899961333,1,0.09276453513965484,0
95,7.0,8.0,0.4463997842424161,1.34166185,103.7808309432764,12264000.0,0.0,1,0,0,0,0,0,0,0,0,0.0,1.9730693149199208,0,-0.3931171664970287,0,-0.17470324210925012,0,3.007323640158887,0,-0.6783025293500529,2
96,3.0,2.0,-0.06781045913756942,1.310429,103.80282102340084,2520300.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.41206874054610526,0,-0.08524751703659053,0,0.9053513475920436,0,0.10322934046485646,0,0.08333828740750682,0
97,4.0,4.0,-0.04233622967661379,1.3443339,103.8786904,2733200.0,0.0,0,1,0,0,0,0,0,0,1,0.0,-0.8213527855669027,0,-0.9494430242939607,1,-0.7426629832452754,1,-0.7757691014157784,2,0.3623552202790881,0
98,3.0,2.0,-0.061460361358896425,1.3175466999999998,103.89851880043382,892500.0,11.0,0,0,0,1,0,0,0,0,0,0.5,-1.2786218565556555,0,-0.37871390804273924,0,0.02082388188839787,0,0.3395714629594655,0,-0.5105153197178182,0
99,3.0,2.0,-0.06227258316779646,1.4501476,103.8157699,545000.0,21.0,0,0,0,1,0,0,0,0,0,0.0,0.1552836253103102,0,-0.5371497510399237,1,-1.2305497116965496,1,-0.6300787519328002,1,-0.6123187952250168,1
100,4.0,3.0,-0.03761057551574086,1.3087662,103.8090654,3990000.0,0.0,0,1,0,0,0,0,0,0,1,0.5,0.19291893979498126,0,0.3468502365920946,0,1.1232244286179942,0,0.41727298268372054,0,1.4199802158260955,0
101,5.0,4.0,0.003738898391897264,1.4290407,103.7720746,1155000.0,27.0,0,0,0,1,0,0,0,0,0,0.0,-0.09781386459910235,0,-0.6181680798453021,1,-0.2882951903364553,0,-0.34841074293237584,0,0.3849782148362434,0
102,3.0,2.0,-0.04794794399265039,1.3580925,103.84217392551992,630000.0,30.0,0,0,0,1,0,0,0,0,0,0.0,-0.820411902704786,0,0.5250905599639271,0,0.9705270555912595,0,-0.8939401626630828,2,0.5904704153970701,0
103,3.0,2.0,-0.06301096663043286,1.2766663,103.80704638711627,1143300.0,0.0,0,0,0,1,0,0,0,0,0,0.0,-0.6425850417647154,0,-0.2940947646237883,0,-1.012676630670599,1,0.6487587601955637,0,-0.1919081463712153,0
104,4.0,3.0,-0.049424710917923186,1.4170170999999998,103.84503465472268,1604400.0,5.0,0,1,0,0,0,0,0,0,0,0.5,0.6050256334021291,0,0.993196459728336,0,-0.11697618645280161,0,-0.568565048817765,1,-0.6669910320714753,1
105,3.0,2.0,-0.05429804177132339,1.32616425,103.90216178147097,556500.0,36.0,0,0,0,1,0,0,0,0,0,0.0,-0.5739005928301908,0,-0.4579318295413314,0,-0.861841420729556,2,-1.0703873637035786,1,0.7450608782042978,0
106,4.0,3.0,-0.002168169309193897,1.4377016,103.77733635,934500.0,27.0,0,0,0,1,0,0,0,0,0,0.0,-0.8458157399819389,0,-0.1950723627505479,0,-0.2789843749079958,0,-1.0736249270254226,1,-0.463384081057078,0
107,3.0,2.0,-0.06382318843933289,1.3984628,103.9190743,609000.0,13.0,0,0,0,1,0,0,0,0,0,0.0,-0.2596457168831877,0,2.325497866750115,0,-1.172822656040101,1,0.015815130775069495,0,0.006043056003893222,0
108,5.0,4.0,-0.012948567863685265,1.36679605,103.8865753660334,2536300.0,0.0,0,1,0,0,0,0,0,0,0,0.0,-0.32456663436924515,0,-0.06184222204837007,0,-0.19704919913755278,0,-0.10721227545500087,0,0.05694479375749235,0
109,7.0,9.0,0.18427365500649587,1.3444213,103.8376946,11340000.0,22.0,0,0,1,0,0,0,0,0,1,0.0,-0.5174476211031842,0,-0.4957403829838413,0,-0.5061682713624059,1,-0.29013460313918454,0,1.0655533010973302,0
110,3.0,2.0,-0.07807398926821532,1.3086965,103.8981317,1827000.0,0.0,0,1,0,0,0,0,0,0,1,-1.0,-0.7046833106644226,0,0.39366082656853546,0,-0.5322385545620922,1,-1.1756081716635074,2,-0.3050231191569914,0
